TARGET_CLASS_NAME,TARGET_CLASS_IMAGE,SECONDARY_CLASS_NAME_1,SECONDARY_CLASS_IMAGE_1,COSINE_DISTANCE_SCORE_1
bcc,ISIC_0030687.jpg,mel,ISIC_0033967.jpg,0.9627483342460741
bcc,ISIC_0025584.jpg,nv,ISIC_0024916.jpg,0.9676085482039903
bcc,ISIC_0027433.jpg,nv,ISIC_0030531.jpg,0.9678045388299158
bcc,ISIC_0031527.jpg,nv,ISIC_0033311.jpg,0.9703917403872707
bcc,ISIC_0024432.jpg,bkl,ISIC_0026524.jpg,0.9724555519472912
bcc,ISIC_0024457.jpg,mel,ISIC_0030951.jpg,0.9764750198018395
bcc,ISIC_0029515.jpg,bkl,ISIC_0027023.jpg,0.9769982039717195
bcc,ISIC_0030446.jpg,bkl,ISIC_0032283.jpg,0.9774012285601305
bcc,ISIC_0028937.jpg,bkl,ISIC_0024643.jpg,0.9780982523357877
bcc,ISIC_0026156.jpg,mel,ISIC_0031186.jpg,0.9794528330120885
bcc,ISIC_0025467.jpg,bkl,ISIC_0026803.jpg,0.9796126335461723
bcc,ISIC_0030528.jpg,nv,ISIC_0033106.jpg,0.9797826068159432
bcc,ISIC_0026321.jpg,bkl,ISIC_0029585.jpg,0.9803576424709592
bcc,ISIC_0027609.jpg,vasc,ISIC_0030956.jpg,0.980830544711565
bcc,ISIC_0031640.jpg,nv,ISIC_0031791.jpg,0.9808327621383677
bcc,ISIC_0026574.jpg,bkl,ISIC_0031138.jpg,0.9808785183648474
bcc,ISIC_0031585.jpg,nv,ISIC_0032344.jpg,0.9819543400032211
bcc,ISIC_0031976.jpg,bkl,ISIC_0026524.jpg,0.9819748063195628
bcc,ISIC_0028671.jpg,nv,ISIC_0032018.jpg,0.9821457321760095
bcc,ISIC_0029647.jpg,nv,ISIC_0031475.jpg,0.9822017595495424
bcc,ISIC_0034026.jpg,mel,ISIC_0032653.jpg,0.9822676878613885
bcc,ISIC_0033468.jpg,bkl,ISIC_0025180.jpg,0.9824762057887985
bcc,ISIC_0027545.jpg,nv,ISIC_0026371.jpg,0.982646867614744
bcc,ISIC_0032536.jpg,nv,ISIC_0027834.jpg,0.9829000600698544
bcc,ISIC_0026343.jpg,nv,ISIC_0026080.jpg,0.9832275324030256
bcc,ISIC_0028583.jpg,nv,ISIC_0030257.jpg,0.9835613035076238
bcc,ISIC_0033483.jpg,nv,ISIC_0032860.jpg,0.9835693063628184
bcc,ISIC_0027858.jpg,nv,ISIC_0024395.jpg,0.9837372953211665
bcc,ISIC_0029123.jpg,akiec,ISIC_0027884.jpg,0.9840393004150592
bcc,ISIC_0029372.jpg,bkl,ISIC_0027239.jpg,0.9851643068511096
bcc,ISIC_0031263.jpg,bkl,ISIC_0025016.jpg,0.985316654007458
bcc,ISIC_0034093.jpg,bkl,ISIC_0033246.jpg,0.9853309615972066
bcc,ISIC_0032146.jpg,bkl,ISIC_0028180.jpg,0.9854874108322855
bcc,ISIC_0028155.jpg,nv,ISIC_0028170.jpg,0.9859286644778896
bcc,ISIC_0026845.jpg,vasc,ISIC_0025596.jpg,0.9863840843541506
bcc,ISIC_0026978.jpg,bkl,ISIC_0026539.jpg,0.9866163628938334
bcc,ISIC_0031986.jpg,nv,ISIC_0025688.jpg,0.9867849506661024
bcc,ISIC_0026988.jpg,nv,ISIC_0026592.jpg,0.9872227322222067
bcc,ISIC_0025932.jpg,nv,ISIC_0031129.jpg,0.9873327432257467
bcc,ISIC_0026337.jpg,nv,ISIC_0033597.jpg,0.9882178948891829
bcc,ISIC_0028113.jpg,vasc,ISIC_0027888.jpg,0.9882839019348354
bcc,ISIC_0026687.jpg,nv,ISIC_0027985.jpg,0.9882998099592529
bcc,ISIC_0031041.jpg,nv,ISIC_0028384.jpg,0.9884018476455403
bcc,ISIC_0026275.jpg,bkl,ISIC_0031468.jpg,0.9884377035375167
bcc,ISIC_0025564.jpg,bkl,ISIC_0029464.jpg,0.9885172516065415
bcc,ISIC_0031943.jpg,akiec,ISIC_0029460.jpg,0.9885499818012318
bcc,ISIC_0028677.jpg,df,ISIC_0025594.jpg,0.9887446449506982
bcc,ISIC_0026798.jpg,bkl,ISIC_0025484.jpg,0.9888776130287082
bcc,ISIC_0029747.jpg,nv,ISIC_0026251.jpg,0.9889777900977368
bcc,ISIC_0026439.jpg,df,ISIC_0029052.jpg,0.989161891305809
bcc,ISIC_0027531.jpg,nv,ISIC_0029218.jpg,0.9891763913139741
bcc,ISIC_0025144.jpg,bkl,ISIC_0028615.jpg,0.9891916182055838
bcc,ISIC_0031597.jpg,bkl,ISIC_0025337.jpg,0.9892035331227337
bcc,ISIC_0030737.jpg,vasc,ISIC_0033817.jpg,0.989255994245261
bcc,ISIC_0028688.jpg,nv,ISIC_0025798.jpg,0.9894390024769384
bcc,ISIC_0033257.jpg,bkl,ISIC_0034151.jpg,0.9895346961396048
bcc,ISIC_0030782.jpg,bkl,ISIC_0030226.jpg,0.989610997202335
bcc,ISIC_0024795.jpg,akiec,ISIC_0031672.jpg,0.9896440124558936
bcc,ISIC_0033666.jpg,nv,ISIC_0033283.jpg,0.9898249186139352
bcc,ISIC_0034123.jpg,bkl,ISIC_0025548.jpg,0.9898564180943007
bcc,ISIC_0031643.jpg,df,ISIC_0025223.jpg,0.9898962333385564
bcc,ISIC_0026154.jpg,nv,ISIC_0026329.jpg,0.9899974588470213
bcc,ISIC_0027365.jpg,bkl,ISIC_0032315.jpg,0.9900128259004762
bcc,ISIC_0027631.jpg,bkl,ISIC_0027018.jpg,0.9902094650373198
bcc,ISIC_0031450.jpg,nv,ISIC_0030425.jpg,0.9904764672722103
bcc,ISIC_0027526.jpg,mel,ISIC_0027863.jpg,0.9904960791268541
bcc,ISIC_0034066.jpg,nv,ISIC_0032075.jpg,0.9905333226859104
bcc,ISIC_0034119.jpg,nv,ISIC_0030650.jpg,0.9906526585701272
bcc,ISIC_0027525.jpg,nv,ISIC_0026815.jpg,0.9906632918202148
bcc,ISIC_0024403.jpg,bkl,ISIC_0030458.jpg,0.9907347207216599
bcc,ISIC_0024515.jpg,nv,ISIC_0027935.jpg,0.9908424742505082
bcc,ISIC_0029974.jpg,nv,ISIC_0025342.jpg,0.9909341493952388
bcc,ISIC_0029341.jpg,mel,ISIC_0028579.jpg,0.9909881272893954
bcc,ISIC_0032318.jpg,nv,ISIC_0027772.jpg,0.9910275870679603
bcc,ISIC_0029193.jpg,bkl,ISIC_0026803.jpg,0.9911470756114111
bcc,ISIC_0025752.jpg,bkl,ISIC_0028656.jpg,0.9912396415333123
bcc,ISIC_0033218.jpg,nv,ISIC_0033265.jpg,0.9912829878529392
bcc,ISIC_0027229.jpg,nv,ISIC_0029828.jpg,0.9912896894492619
bcc,ISIC_0029020.jpg,bkl,ISIC_0027982.jpg,0.9914758767034545
bcc,ISIC_0026496.jpg,vasc,ISIC_0032715.jpg,0.9915577498597561
bcc,ISIC_0029129.jpg,bkl,ISIC_0024643.jpg,0.9916790866824933
bcc,ISIC_0025711.jpg,akiec,ISIC_0025471.jpg,0.9917478164058245
bcc,ISIC_0027920.jpg,nv,ISIC_0025290.jpg,0.991784239812718
bcc,ISIC_0031520.jpg,mel,ISIC_0027560.jpg,0.9918027254512956
bcc,ISIC_0030800.jpg,nv,ISIC_0027211.jpg,0.9918066726086392
bcc,ISIC_0033354.jpg,akiec,ISIC_0027334.jpg,0.9918416998264469
bcc,ISIC_0029466.jpg,nv,ISIC_0025563.jpg,0.9918467365242651
bcc,ISIC_0031266.jpg,nv,ISIC_0032109.jpg,0.9919027361507581
bcc,ISIC_0029919.jpg,bkl,ISIC_0029068.jpg,0.9919909313602516
bcc,ISIC_0027915.jpg,nv,ISIC_0027935.jpg,0.9919978534041562
bcc,ISIC_0029034.jpg,nv,ISIC_0028940.jpg,0.9920454980575271
bcc,ISIC_0030893.jpg,bkl,ISIC_0029927.jpg,0.9920998882859509
bcc,ISIC_0028107.jpg,nv,ISIC_0025701.jpg,0.9921057200991763
bcc,ISIC_0030594.jpg,akiec,ISIC_0024948.jpg,0.9921092513528241
bcc,ISIC_0027189.jpg,df,ISIC_0027876.jpg,0.992192763859829
bcc,ISIC_0032497.jpg,bkl,ISIC_0026016.jpg,0.9922424649758601
bcc,ISIC_0025266.jpg,nv,ISIC_0032253.jpg,0.9922847144571241
bcc,ISIC_0032061.jpg,nv,ISIC_0031742.jpg,0.9922848362134593
bcc,ISIC_0032307.jpg,nv,ISIC_0031126.jpg,0.9922946688736066
bcc,ISIC_0032660.jpg,nv,ISIC_0027138.jpg,0.9923041639736824
