TARGET_CLASS_NAME,TARGET_CLASS_IMAGE,SECONDARY_CLASS_NAME_1,SECONDARY_CLASS_IMAGE_1,COSINE_DISTANCE_SCORE_1
mel,ISIC_0025963.jpg,nv,ISIC_0024936.jpg,0.871255282241612
mel,ISIC_0025121.jpg,nv,ISIC_0024936.jpg,0.8729403617944592
mel,ISIC_0025524.jpg,nv,ISIC_0031674.jpg,0.9132103131276844
mel,ISIC_0033885.jpg,nv,ISIC_0032549.jpg,0.926151369022153
mel,ISIC_0033299.jpg,nv,ISIC_0030645.jpg,0.9290955468917664
mel,ISIC_0025145.jpg,nv,ISIC_0029436.jpg,0.9363509113747964
mel,ISIC_0032940.jpg,nv,ISIC_0033016.jpg,0.9371626180087141
mel,ISIC_0029575.jpg,nv,ISIC_0031760.jpg,0.9450119879330335
mel,ISIC_0028228.jpg,nv,ISIC_0024523.jpg,0.9468286780236173
mel,ISIC_0025234.jpg,df,ISIC_0029760.jpg,0.9484616728487028
mel,ISIC_0028361.jpg,nv,ISIC_0024340.jpg,0.9485687858679331
mel,ISIC_0026735.jpg,akiec,ISIC_0026319.jpg,0.9487169794638223
mel,ISIC_0032873.jpg,nv,ISIC_0032674.jpg,0.9509084466022268
mel,ISIC_0034036.jpg,bkl,ISIC_0026290.jpg,0.950960238314539
mel,ISIC_0031410.jpg,bkl,ISIC_0031024.jpg,0.9510632894121979
mel,ISIC_0024640.jpg,nv,ISIC_0027835.jpg,0.9515880740283821
mel,ISIC_0032604.jpg,nv,ISIC_0033739.jpg,0.9523888938310495
mel,ISIC_0033428.jpg,bkl,ISIC_0030998.jpg,0.9541448027283778
mel,ISIC_0025277.jpg,bkl,ISIC_0032031.jpg,0.955791263959097
mel,ISIC_0032690.jpg,bcc,ISIC_0034026.jpg,0.9590753877923366
mel,ISIC_0032586.jpg,bkl,ISIC_0028124.jpg,0.9600395454249515
mel,ISIC_0034275.jpg,df,ISIC_0030870.jpg,0.9604730550318139
