TARGET_CLASS_NAME,TARGET_CLASS_IMAGE,SECONDARY_CLASS_NAME_1,SECONDARY_CLASS_IMAGE_1,COSINE_DISTANCE_SCORE_1
df,ISIC_0033256.jpg,akiec,ISIC_0025029.jpg,0.9745367702300569
df,ISIC_0032613.jpg,bcc,ISIC_0030314.jpg,0.9779420575069805
df,ISIC_0029891.jpg,vasc,ISIC_0027888.jpg,0.9816741328659502
df,ISIC_0030011.jpg,bkl,ISIC_0028710.jpg,0.984309635532374
df,ISIC_0029760.jpg,mel,ISIC_0029512.jpg,0.9861668299181068
df,ISIC_0024973.jpg,bkl,ISIC_0030056.jpg,0.9873006513152806
df,ISIC_0029578.jpg,nv,ISIC_0031113.jpg,0.9873029445245718
df,ISIC_0032642.jpg,nv,ISIC_0032540.jpg,0.9880333569465232
df,ISIC_0033422.jpg,akiec,ISIC_0026040.jpg,0.9884743305638841
df,ISIC_0030555.jpg,nv,ISIC_0029203.jpg,0.9897581792625598
df,ISIC_0032114.jpg,bkl,ISIC_0024643.jpg,0.9908072519236325
df,ISIC_0027488.jpg,bkl,ISIC_0033401.jpg,0.9915597023290166
df,ISIC_0027107.jpg,bkl,ISIC_0024338.jpg,0.9920567350966555
df,ISIC_0030830.jpg,nv,ISIC_0028788.jpg,0.9922401699799369
df,ISIC_0028926.jpg,bkl,ISIC_0024643.jpg,0.9926421063855054
df,ISIC_0027626.jpg,bcc,ISIC_0031351.jpg,0.9926548923232118
df,ISIC_0031257.jpg,nv,ISIC_0025036.jpg,0.9928012068925048
df,ISIC_0024386.jpg,nv,ISIC_0025688.jpg,0.9931698362205436
df,ISIC_0031735.jpg,nv,ISIC_0026037.jpg,0.9932661658351891
df,ISIC_0025954.jpg,nv,ISIC_0025410.jpg,0.9932716297667269
df,ISIC_0033790.jpg,bcc,ISIC_0028728.jpg,0.9935124483661237
df,ISIC_0032247.jpg,bkl,ISIC_0027612.jpg,0.9935727347901029
df,ISIC_0031429.jpg,bkl,ISIC_0031196.jpg,0.9937588794499729
df,ISIC_0033675.jpg,nv,ISIC_0034282.jpg,0.9938153206399435
df,ISIC_0025622.jpg,bcc,ISIC_0030010.jpg,0.9938878006607783
df,ISIC_0030579.jpg,bcc,ISIC_0028728.jpg,0.9939153410675177
df,ISIC_0033847.jpg,bkl,ISIC_0033855.jpg,0.9939370384097529
df,ISIC_0028790.jpg,nv,ISIC_0025798.jpg,0.9939751932633017
df,ISIC_0027727.jpg,bkl,ISIC_0024338.jpg,0.9940974906419545
df,ISIC_0033005.jpg,nv,ISIC_0033475.jpg,0.9942568933964123
df,ISIC_0026473.jpg,nv,ISIC_0028166.jpg,0.994327842678798
df,ISIC_0024318.jpg,nv,ISIC_0028192.jpg,0.9943784637313166
df,ISIC_0034135.jpg,nv,ISIC_0033712.jpg,0.9944004212381836
df,ISIC_0027008.jpg,nv,ISIC_0033265.jpg,0.9944412096392791
df,ISIC_0030870.jpg,nv,ISIC_0031862.jpg,0.9944654229726808
df,ISIC_0026471.jpg,nv,ISIC_0031427.jpg,0.9944986335539078
df,ISIC_0032941.jpg,nv,ISIC_0025123.jpg,0.9945885849467688
df,ISIC_0030442.jpg,bcc,ISIC_0027473.jpg,0.9946391990533988
df,ISIC_0031271.jpg,bkl,ISIC_0024982.jpg,0.9947090622868839
df,ISIC_0026313.jpg,nv,ISIC_0032279.jpg,0.9947829425285293
df,ISIC_0029248.jpg,bcc,ISIC_0027473.jpg,0.994797208311496
df,ISIC_0029962.jpg,bcc,ISIC_0024743.jpg,0.9948788463263
df,ISIC_0029824.jpg,bkl,ISIC_0030649.jpg,0.9949000117772726
df,ISIC_0026789.jpg,bkl,ISIC_0028020.jpg,0.994960837548617
df,ISIC_0031372.jpg,nv,ISIC_0031323.jpg,0.9950257974911251
df,ISIC_0025314.jpg,nv,ISIC_0030584.jpg,0.9950860517704595
df,ISIC_0033695.jpg,bcc,ISIC_0026213.jpg,0.9953407828548886
df,ISIC_0034169.jpg,nv,ISIC_0034020.jpg,0.9953632951702543
df,ISIC_0033860.jpg,nv,ISIC_0033516.jpg,0.9953872088045176
df,ISIC_0030015.jpg,nv,ISIC_0030180.jpg,0.995468111263453
df,ISIC_0027648.jpg,bkl,ISIC_0029927.jpg,0.9954788324690567
df,ISIC_0025302.jpg,bcc,ISIC_0030261.jpg,0.9955004043514077
df,ISIC_0029130.jpg,nv,ISIC_0025561.jpg,0.9955383347687363
df,ISIC_0033808.jpg,nv,ISIC_0033435.jpg,0.9955863564901177
df,ISIC_0025223.jpg,bkl,ISIC_0031196.jpg,0.9956841831208508
df,ISIC_0025980.jpg,nv,ISIC_0029800.jpg,0.9957424126869786
df,ISIC_0031002.jpg,nv,ISIC_0027772.jpg,0.9958387761374979
df,ISIC_0027118.jpg,nv,ISIC_0027133.jpg,0.9958743338174492
df,ISIC_0030427.jpg,nv,ISIC_0029203.jpg,0.9959052847762209
df,ISIC_0031457.jpg,bcc,ISIC_0034160.jpg,0.9959154381030434
df,ISIC_0025771.jpg,bkl,ISIC_0031159.jpg,0.9959628087812255
df,ISIC_0033780.jpg,nv,ISIC_0025869.jpg,0.9960501488366367
df,ISIC_0031827.jpg,vasc,ISIC_0032240.jpg,0.9960538183634751
df,ISIC_0027216.jpg,nv,ISIC_0031862.jpg,0.9960567716743638
df,ISIC_0024330.jpg,nv,ISIC_0033671.jpg,0.9960668410832155
df,ISIC_0026254.jpg,nv,ISIC_0026732.jpg,0.9960911555677173
df,ISIC_0026417.jpg,bcc,ISIC_0032482.jpg,0.9961063399727599
df,ISIC_0027876.jpg,nv,ISIC_0033597.jpg,0.9961481327130598
df,ISIC_0028735.jpg,nv,ISIC_0031646.jpg,0.9962199522072416
df,ISIC_0028880.jpg,bkl,ISIC_0031326.jpg,0.9962366983953943
df,ISIC_0033626.jpg,mel,ISIC_0031844.jpg,0.9962508522332337
df,ISIC_0031309.jpg,bcc,ISIC_0031513.jpg,0.9963382210243654
df,ISIC_0031123.jpg,bcc,ISIC_0025691.jpg,0.9963674052586965
df,ISIC_0031358.jpg,nv,ISIC_0026037.jpg,0.9964975626025014
df,ISIC_0025594.jpg,bkl,ISIC_0027612.jpg,0.9966586602127535
df,ISIC_0024553.jpg,nv,ISIC_0024354.jpg,0.9966617156489649
df,ISIC_0029783.jpg,bcc,ISIC_0026090.jpg,0.9966950581683273
df,ISIC_0029973.jpg,bkl,ISIC_0030323.jpg,0.9967086323709288
df,ISIC_0031443.jpg,bkl,ISIC_0028615.jpg,0.9967205107355197
df,ISIC_0028651.jpg,nv,ISIC_0029622.jpg,0.9967264363628915
df,ISIC_0033891.jpg,bcc,ISIC_0033747.jpg,0.9967728429311901
df,ISIC_0030757.jpg,nv,ISIC_0030285.jpg,0.996792436499076
df,ISIC_0029967.jpg,bcc,ISIC_0031728.jpg,0.9968151794903998
df,ISIC_0027188.jpg,nv,ISIC_0027530.jpg,0.9968593448409303
df,ISIC_0032468.jpg,bkl,ISIC_0030926.jpg,0.9969785683502962
df,ISIC_0030244.jpg,bcc,ISIC_0025824.jpg,0.9970062812666448
df,ISIC_0025668.jpg,bcc,ISIC_0031169.jpg,0.9971698584410347
df,ISIC_0029297.jpg,nv,ISIC_0028835.jpg,0.9972147267553835
df,ISIC_0030021.jpg,nv,ISIC_0029667.jpg,0.9972266604238217
df,ISIC_0027613.jpg,nv,ISIC_0026519.jpg,0.997230898720483
df,ISIC_0025154.jpg,bcc,ISIC_0028928.jpg,0.9972830355091202
df,ISIC_0024396.jpg,bkl,ISIC_0031017.jpg,0.9973209367447602
df,ISIC_0029052.jpg,bkl,ISIC_0027859.jpg,0.9973338643065605
df,ISIC_0025504.jpg,bcc,ISIC_0032185.jpg,0.9974123387229398
df,ISIC_0029177.jpg,nv,ISIC_0032473.jpg,0.9974330355632064
df,ISIC_0024994.jpg,nv,ISIC_0024354.jpg,0.9974564151416488
df,ISIC_0025903.jpg,nv,ISIC_0030285.jpg,0.9974813656909389
df,ISIC_0028346.jpg,nv,ISIC_0029592.jpg,0.9976030199393794
df,ISIC_0033554.jpg,bcc,ISIC_0029669.jpg,0.9976176853618909
df,ISIC_0027141.jpg,nv,ISIC_0030267.jpg,0.997730764000662
df,ISIC_0031344.jpg,nv,ISIC_0031072.jpg,0.997750002175838
df,ISIC_0024845.jpg,bkl,ISIC_0030458.jpg,0.9978194954933607
