TARGET_CLASS_NAME,TARGET_CLASS_IMAGE,SECONDARY_CLASS_NAME_1,SECONDARY_CLASS_IMAGE_1,COSINE_DISTANCE_SCORE_1
benign,seed0005.png,benign,ISIC_0009973.jpg,0.9548202007283184
benign,seed1057.png,benign,ISIC_0009973.jpg,0.9568413367262806
benign,seed0640.png,benign,ISIC_0000103.jpg,0.9675239643633853
benign,seed0032.png,benign,ISIC_0009973.jpg,0.9685556461380546
benign,seed0389.png,benign,ISIC_0010438.jpg,0.9690140530573417
benign,seed0192.png,benign,ISIC_0000215.jpg,0.9717701904094235
benign,seed0057.png,benign,ISIC_0000060.jpg,0.9723237013813048
benign,seed0363.png,benign,ISIC_0010330.jpg,0.9725568827839984
benign,seed0918.png,benign,ISIC_0000103.jpg,0.9734474060310455
benign,seed1398.png,benign,ISIC_0000543.jpg,0.9746118197135322
benign,seed0860.png,benign,ISIC_0000507.jpg,0.9748393258299783
benign,seed0278.png,benign,ISIC_0009973.jpg,0.9753327989323308
benign,seed0085.png,benign,ISIC_0000097.jpg,0.975817430596279
benign,seed0927.png,benign,ISIC_0000350.jpg,0.976132081591861
benign,seed0345.png,benign,ISIC_0000087.jpg,0.9761432481278255
benign,seed0097.png,benign,ISIC_0000120.jpg,0.976785641680338
benign,seed0686.png,benign,ISIC_0000507.jpg,0.97698894034365
benign,seed1219.png,benign,ISIC_0000018.jpg,0.9771027506006204
benign,seed1386.png,benign,ISIC_0011214.jpg,0.9776053624442426
benign,seed0404.png,benign,ISIC_0011360.jpg,0.9776205374838056
benign,seed0539.png,benign,ISIC_0000543.jpg,0.977640220204397
benign,seed0789.png,benign,ISIC_0009973.jpg,0.9776962103325482
benign,seed1163.png,benign,ISIC_0010558.jpg,0.9779772228608599
benign,seed0558.png,benign,ISIC_0011156.jpg,0.9786772919767823
benign,seed0172.png,benign,ISIC_0011156.jpg,0.9788757271367645
benign,seed0243.png,benign,ISIC_0000467.jpg,0.9791919116499033
benign,seed1231.png,benign,ISIC_0000063.jpg,0.979269217031764
benign,seed1097.png,benign,ISIC_0000236.jpg,0.9792723395488001
benign,seed1232.png,benign,ISIC_0000882.jpg,0.9796096708380603
benign,seed0066.png,benign,ISIC_0000882.jpg,0.9796388055550831
benign,seed0969.png,benign,ISIC_0011156.jpg,0.979692457368151
benign,seed0342.png,benign,ISIC_0000060.jpg,0.9796927349028717
