TARGET_CLASS_NAME,TARGET_CLASS_IMAGE,SECONDARY_CLASS_NAME_1,SECONDARY_CLASS_IMAGE_1,COSINE_DISTANCE_SCORE_1
vasc,seed2388.png,vasc,ISIC_0025452.jpg,0.9543200278321642
vasc,seed1857.png,vasc,ISIC_0031090.jpg,0.9559564667568208
vasc,seed4301.png,vasc,ISIC_0033608.jpg,0.9582644995999099
vasc,seed5319.png,vasc,ISIC_0026876.jpg,0.961126287666089
vasc,seed4628.png,vasc,ISIC_0027159.jpg,0.9612097026741203
vasc,seed7029.png,vasc,ISIC_0032692.jpg,0.9617858062001607
vasc,seed3177.png,vasc,ISIC_0026876.jpg,0.9633652416594181
vasc,seed4890.png,vasc,ISIC_0027159.jpg,0.9633750128054644
vasc,seed5208.png,vasc,ISIC_0031996.jpg,0.9646933961420228
vasc,seed6318.png,vasc,ISIC_0032890.jpg,0.9649515745782292
vasc,seed1778.png,vasc,ISIC_0027159.jpg,0.9662911160603984
vasc,seed2625.png,vasc,ISIC_0033565.jpg,0.9668526874920048
vasc,seed6999.png,vasc,ISIC_0031996.jpg,0.967033908191921
vasc,seed4195.png,vasc,ISIC_0027159.jpg,0.9674791592582861
vasc,seed2749.png,vasc,ISIC_0031996.jpg,0.9676613759055135
vasc,seed6104.png,vasc,ISIC_0027159.jpg,0.9680546186137853
vasc,seed3636.png,vasc,ISIC_0033565.jpg,0.9686780544205337
vasc,seed5142.png,vasc,ISIC_0031996.jpg,0.9690234598831836
vasc,seed0843.png,vasc,ISIC_0033450.jpg,0.9698182973805993
vasc,seed4349.png,vasc,ISIC_0031719.jpg,0.9698466663676181
vasc,seed1453.png,vasc,ISIC_0031996.jpg,0.96987219706325
vasc,seed6125.png,vasc,ISIC_0031996.jpg,0.9699889350367741
vasc,seed1646.png,vasc,ISIC_0027159.jpg,0.9703113445719216
vasc,seed2946.png,vasc,ISIC_0026349.jpg,0.9706163435318613
vasc,seed6236.png,vasc,ISIC_0033565.jpg,0.9707235613576394
vasc,seed0983.png,vasc,ISIC_0033565.jpg,0.9708585490220812
vasc,seed0876.png,vasc,ISIC_0033565.jpg,0.9709373864605692
vasc,seed7125.png,vasc,ISIC_0031215.jpg,0.9709395824959435
vasc,seed2995.png,vasc,ISIC_0031996.jpg,0.9709690835914736
vasc,seed0548.png,vasc,ISIC_0032866.jpg,0.9715643561379069
vasc,seed5590.png,vasc,ISIC_0033565.jpg,0.9715682851528556
vasc,seed6437.png,vasc,ISIC_0031996.jpg,0.9716882762816461
